Source,pH,TDS,Classification
water_potability,7.802874280514793,401.25981994854806,Safe
water_potability,3.508683623243223,413.36171642940707,Unsafe
water_potability,9.070656996151039,344.15604905824466,Safe
water_potability,10.601310668612038,189.79292856944988,Safe
water_potability,8.740993393914994,222.34167114278517,Unsafe
water_potability,5.232881202576229,245.67513726663753,Unsafe
water_potability,12.592681383261088,204.5506020440291,Unsafe
water_potability,9.787000812729364,235.99751908958444,Unsafe
water_potability,6.353591472095515,357.61844325376006,Safe
water_potability,11.994124535378948,230.64951750297993,Unsafe
water_potability,6.665513566781307,339.24200293610016,Safe
water_potability,7.275927018644614,135.44688694514429,Safe
water_potability,7.482767791349051,376.8778490638422,Safe
water_potability,4.187882684011247,123.27721446755014,Safe
water_potability,4.908855459230451,381.1995311448199,Safe
water_potability,5.5038404671385415,329.35238443410054,Unsafe
water_potability,5.532539119498365,175.5136180929005,Safe
water_potability,9.65293100589291,325.5152497524209,Unsafe
water_potability,7.6134282347181825,330.99062063262505,Unsafe
water_potability,5.252594749997064,233.09241828853047,Safe
water_potability,9.256276204380274,295.37003821151427,Safe
water_potability,6.321547575270197,392.3547325840309,Safe
water_potability,7.1590953580298295,146.97908980803203,Safe
water_potability,1.7653534066798144,242.1729461696332,Unsafe
water_potability,4.583727694212225,550.6231039777552,Unsafe
water_potability,6.680798977564799,191.19775539785755,Safe
water_potability,1.7185714978665456,378.9850425457802,Unsafe
water_potability,7.621350078516452,147.46787172789504,Safe
water_potability,6.156845016119736,277.63568093877154,Safe
water_potability,6.620262426308028,418.8215383926974,Safe
water_potability,6.278888662655905,312.68887490963584,Safe
water_potability,12.603907184763406,278.32324653997796,Unsafe
water_potability,10.4130451428931,427.5522130703883,Unsafe
water_potability,5.82758180256615,220.64226156318557,Safe
water_potability,8.291620419152727,268.3257530379648,Safe
water_potability,3.2845515890434664,306.7586011224086,Unsafe
water_potability,3.954925169507133,207.20161273904677,Unsafe
water_potability,2.678559220180337,236.78673769667037,Unsafe
water_potability,5.065523977650297,290.5560164140726,Safe
water_potability,9.562479384803684,223.40033346464645,Unsafe
water_potability,8.16550292099106,422.3836783615228,Safe
water_potability,5.588992900784956,150.73836507203754,Unsafe
water_potability,6.972299121417639,310.1752165462342,Safe
water_potability,9.469035515616065,285.0918904869029,Unsafe
water_potability,2.540656439448859,261.4547385696583,Unsafe
water_potability,4.623159664407937,258.7981449518203,Unsafe
water_potability,6.262906069560319,192.8093791836584,Safe
water_potability,12.268649769328373,169.03775964267922,Unsafe
water_potability,7.573230485350636,162.85465696929896,Safe
water_potability,6.112697163955899,182.78933541605676,Unsafe
water_potability,7.543929005090136,130.8686417709086,Safe
water_potability,7.232008477375525,501.0630811142174,Safe
water_potability,5.637105090541063,404.3607373610575,Safe
water_potability,10.0647114882613,405.88871940923684,Unsafe
water_potability,12.107243923743926,343.8682174883558,Unsafe
water_potability,8.881175016674298,276.3934151117331,Safe
water_potability,7.261980288166042,429.711648325331,Unsafe
water_potability,4.535595247223179,214.603800841461,Unsafe
water_potability,7.5546981981032895,243.1809688543636,Safe
water_potability,8.521120741681482,248.38234524092985,Safe
water_potability,3.187316998232065,69.44514473150969,Unsafe
water_potability,6.112865159004274,487.79689027640393,Unsafe
water_potability,5.398300589988901,194.94366670220688,Safe
water_potability,6.897782076878993,270.28367774604743,Unsafe
water_potability,9.304548534591298,371.10600209899377,Safe
water_potability,8.238337744856235,308.5666294358179,Unsafe
water_potability,4.950093686629499,438.36754758171674,Unsafe
water_potability,8.56310239783598,326.2937803728434,Safe
water_potability,7.6002570885693945,96.33251872416167,Safe
water_potability,6.293870890092314,281.2515452270019,Safe
water_potability,7.702560639262621,319.6004411527168,Safe
water_potability,8.011819625698955,363.3575697734309,Unsafe
water_potability,6.163534076335073,459.51817150032696,Unsafe
water_potability,11.026900453721009,219.77259760713406,Unsafe
water_potability,3.128185394863327,165.40590254553075,Safe
water_potability,8.130175897562836,333.49773609205425,Safe
water_potability,3.645116131357257,314.68358999456126,Unsafe
water_potability,3.2739894603011988,375.7754982134984,Unsafe
water_potability,6.592645961803253,297.33718136140067,Unsafe
water_potability,4.33545138209866,360.39459428012634,Safe
water_potability,1.5150305342437322,541.064559710657,Unsafe
water_potability,6.05479451326762,297.53292702023805,Unsafe
water_potability,9.625826534112274,222.75596078539002,Safe
